Club Number,Agreement Number,Membership Type,Since Date,Invoice  Amount,consolidated_mem_types
132,13219549,EFIT,4/15/2014,23.4875,Fit
132,13219554,EFIT,4/15/2014,26.6775,Fit
132,13219559,TTLPIF,4/16/2014,0.0975,Total
132,13219561,EFIT,4/16/2014,26.6775,Fit
132,13219568,EFIT,4/16/2014,28.7975,Fit
132,13219616,EFIT,4/20/2014,28.7975,Fit
132,13219620,EFIT,4/22/2014,26.6775,Fit
132,13219627,EFIT,5/26/2014,26.6775,Fit
132,13219635,EFIT,4/27/2014,26.6775,Fit
132,13219636,EFIT,4/27/2014,23.4875,Fit
132,13219638,TOTAL,4/28/2014,31.9875,Total
132,13219646,EFIT,4/28/2014,26.6775,Fit
132,13219660,EFIT,06-03-2014,26.6775,Fit
132,13219685,EFIT,06-09-2014,26.6775,Fit
132,13219689,EFIT,05-08-2014,26.6775,Fit
132,13219693,EFIT,05-09-2014,26.6775,Fit
132,13219694,EFIT,05-09-2014,26.6775,Fit
132,13219701,RED,05-10-2014,16.0375,Red
132,13219706,EFIT,07-11-2014,26.6775,Fit
132,13219710,EFIT,06-11-2014,26.6775,Fit
132,13219724,EFIT,5/13/2014,26.6775,Fit
132,13219738,EFITPF,5/15/2014,0.0975,Fit
132,13219740,EFIT,5/15/2014,26.6775,Fit
132,13219744,TOTAL,5/15/2014,37.3075,Total
132,13219745,EFIT,5/15/2014,26.6775,Fit
132,13219766,TOTAL,02-06-2019,37.3075,Total
132,13219791,RED,5/27/2019,16.0375,Red
132,13219808,EFIT,5/22/2014,26.6775,Fit
132,13219835,TOTAL,5/27/2014,31.9875,Total
132,13219843,EFIT,6/29/2014,26.6775,Fit
132,13219850,EFIT,7/30/2014,23.4875,Fit
132,13219862,TOTAL,5/31/2014,31.9875,Total
132,13219870,EFIT,06-01-2014,26.6775,Fit
132,13219871,EFIT,06-01-2014,26.6775,Fit
132,13219891,EFIT,06-02-2014,26.6775,Fit
132,13219896,TOTAL,06-03-2014,37.3075,Total
132,13219897,EFIT,08-04-2014,23.4875,Fit
132,13219900,TOTAL,06-03-2014,37.3075,Total
132,13219906,EFIT,07-07-2014,26.6775,Fit
132,13219908,EFIT,07-07-2014,26.6775,Fit
132,13219909,PIFPLT,06-05-2014,0.0975,Fit
132,13219912,TTLPIF,07-08-2014,0.0975,Total
132,13219914,EFIT,07-08-2014,26.6775,Fit
132,13219923,EFIT,06-07-2014,26.6775,Fit
132,13219932,RED,12/15/2019,10.7175,Red
132,13219937,EFIT,06-09-2014,26.6775,Fit
132,13219947,EFITPF,06-11-2014,0.0975,Fit
132,13219954,EFIT,06-11-2014,28.7975,Fit
132,13219955,EFIT,7/13/2014,26.6775,Fit
132,13219957,EFIT,06-12-2014,23.4875,Fit
132,13219967,EFIT,6/13/2014,26.6775,Fit
132,13219970,EFIT,6/13/2014,26.6775,Fit
132,13219977,EFIT,6/14/2014,26.6775,Fit
132,13219982,EFITPF,6/15/2014,0.0975,Fit
132,13219983,EFITPF,6/15/2014,0.0975,Fit
132,13219990,EFITPF,6/15/2014,0.0975,Fit
132,13220000,EFIT,6/16/2014,26.6775,Fit
132,13220016,EFIT,6/16/2014,26.6775,Fit
132,13220020,TOTAL,7/17/2014,37.3075,Total
132,13220023,EFIT,6/16/2014,26.6775,Fit
132,13220027,EFIT,6/16/2014,26.6775,Fit
132,13220028,EFIT,02-06-2019,26.6775,Fit
132,13220048,EFIT,6/19/2014,28.7975,Fit
132,13220050,EFIT,6/19/2014,23.4875,Fit
132,13220055,EFITPF,6/20/2014,0.0975,Fit
132,13220060,EFIT,7/21/2014,26.6775,Fit
132,13220068,TOTAL,6/23/2014,37.3075,Total
132,13220071,TOTAL,6/23/2014,31.9875,Total
132,13220083,EFIT,7/26/2014,26.6775,Fit
132,13220084,EFIT,6/25/2014,24.5475,Fit
132,13220088,EFIT,6/25/2014,26.6775,Fit
132,13220099,EFIT,7/28/2014,23.4875,Fit
132,13220104,EFIT,8/28/2014,26.6775,Fit
132,13220114,TOTAL,7/31/2014,37.3075,Total
132,13220120,EFIT,6/30/2014,26.6775,Fit
132,13220122,TOTAL,08-01-2014,31.9875,Total
132,13220135,TOTAL,6/30/2014,21.3575,Total
132,13220140,EFIT,07-01-2014,26.6775,Fit
132,13220144,EFIT,07-01-2014,24.5475,Fit
132,13220146,TOTAL,07-01-2014,26.6775,Total
132,13220148,EFIT,11/22/2019,23.4875,Fit
132,13220161,PIFPLT,07-02-2014,0.0975,Fit
132,13220163,EFIT,07-03-2014,26.6775,Fit
132,13220175,EFIT,2/27/2017,26.6775,Fit
132,13220181,EFIT,7/14/2014,23.4875,Fit
132,13220182,TOTAL,08-09-2014,31.9875,Total
132,13220185,EFITPF,07-09-2014,0.0975,Fit
132,13220187,EFITPF,07-09-2014,0.0975,Fit
132,13220204,EFIT,07-11-2014,26.6775,Fit
132,13220214,PIFPLT,07-12-2014,0.0975,Fit
132,13220216,RED,07-12-2014,16.0375,Red
132,13220218,EFIT,07-12-2014,26.6775,Fit
132,13220219,EFIT,07-12-2014,26.6775,Fit
132,13220222,EFIT,7/14/2014,26.6775,Fit
132,13220224,TOTAL,7/14/2014,37.3075,Total
132,13220228,EFITPF,7/15/2014,0.0975,Fit
132,13220234,EFIT,7/15/2014,26.6775,Fit
132,13220235,EFIT,8/15/2014,26.6775,Fit
132,13220237,EFIT,7/15/2014,26.6775,Fit
132,13220239,PIFPLT,7/15/2014,0.0975,Fit
132,13220253,EFIT,8/16/2014,26.6775,Fit
132,13220259,EFIT,6/19/2018,28.7975,Fit
132,13220266,TOTAL,7/16/2014,37.3075,Total
132,13220267,EDGECP,8/17/2014,26.6775,Fit
132,13220287,EFIT,7/17/2014,26.6775,Fit
132,13220290,PIFPLT,7/17/2014,0.0975,Fit
132,13220295,EFIT,7/17/2014,26.6775,Fit
132,13220300,EFIT,7/18/2014,26.6775,Fit
132,13220321,EFIT,9/22/2014,23.4875,Fit
132,13220335,EFIT,7/23/2014,26.6775,Fit
132,13220351,STUD,7/25/2014,0.0975,Total
132,13220361,EFITPF,7/26/2014,0.0975,Fit
132,13220369,EFIT,7/26/2014,28.7975,Fit
132,13220391,EFIT,7/28/2014,23.4875,Fit
132,13220394,EFIT,7/28/2014,23.4875,Fit
132,13220396,REDPIF,7/28/2014,0.0975,Red
132,13220401,TOTAL,02-06-2019,37.3075,Total
132,13220404,EFIT,8/29/2014,26.6775,Fit
132,13220409,EFIT,03-01-2017,26.6775,Fit
132,13220425,EFIT,7/29/2014,26.6775,Fit
132,13220428,TOTAL,7/29/2014,26.6775,Total
132,13220435,EFIT,7/30/2014,23.4875,Fit
132,13220441,TOTAL,7/31/2014,37.3075,Total
132,13220442,EFIT,12-04-2014,26.6775,Fit
132,13220451,EFIT,11/22/2019,23.4875,Fit
132,13220454,EFIT,08-02-2014,26.6775,Fit
132,13220470,EFIT,03-01-2017,26.6775,Fit
132,13220471,EFIT,09-05-2014,26.6775,Fit
132,13220483,EDGECP,08-05-2014,16.0375,Fit
132,13220487,EFITPF,08-02-2019,0.0975,Fit
132,13220519,EFIT,08-09-2014,26.6775,Fit
132,13220520,EFIT,08-09-2014,26.6775,Fit
132,13220521,EFIT,08-10-2014,26.6775,Fit
132,13220534,TOTAL,08-11-2014,21.3575,Total
132,13220535,EFIT,10/13/2014,26.6775,Fit
132,13220537,EFIT,08-12-2014,26.6775,Fit
132,13220561,TOTAL,11/16/2014,37.3075,Total
132,13220572,EFIT,8/14/2014,26.6775,Fit
132,13220579,EFIT,8/14/2014,26.6775,Fit
132,13220587,TTLPIF,8/14/2014,0.0975,Total
132,13220592,EFIT,8/14/2014,26.6775,Fit
132,13220608,EFITPF,9/16/2014,0.0975,Fit
132,13220621,EFIT,8/16/2014,26.6775,Fit
132,13220625,TTLPIF,02-06-2019,0.0975,Total
132,13220629,RED,8/16/2014,10.7275,Red
132,13220633,TOTAL,9/17/2014,21.3575,Total
132,13220635,TOTAL,9/19/2014,37.3075,Total
132,13220645,EFIT,8/18/2014,23.4875,Fit
132,13220648,EFIT,9/21/2014,26.6775,Fit
132,13220657,TOTAL,8/19/2014,26.6775,Total
132,13220664,EFIT,9/22/2014,26.6775,Fit
132,13220667,EFIT,10/23/2014,26.6775,Fit
132,13220676,EFIT,8/22/2014,26.6775,Fit
132,13220679,EFITPF,8/24/2014,0.0975,Fit
132,13220695,EDGECP,8/27/2014,16.0375,Fit
132,13220699,EFIT,11-03-2014,26.6775,Fit
132,13220703,EFITPF,09-01-2014,0.0975,Fit
132,13220711,EFIT,09-01-2014,26.6775,Fit
132,13220716,TOTAL,11-05-2014,31.9875,Total
132,13220729,EFIT,01-06-2015,26.6775,Fit
132,13220765,EFIT,10-10-2014,26.6775,Fit
132,13220782,EFIT,11/13/2014,24.5475,Fit
132,13220783,EFITPF,10/13/2014,0.0975,Fit
132,13220784,EFIT,09-10-2014,26.6775,Fit
132,13220811,EFIT,11-02-2014,26.6775,Fit
132,13220812,EFIT,03-02-2017,26.6775,Fit
132,13220814,TOTAL,11-02-2014,31.9875,Total
132,13220820,TOTAL,10-01-2014,37.3075,Total
132,13220823,EFIT,10-01-2014,26.6775,Fit
132,13220835,EFIT,11-06-2014,26.6775,Fit
132,13220843,EFIT,10-06-2014,26.6775,Fit
132,13220850,EFIT,11-07-2014,26.6775,Fit
132,13220854,TOTAL,11-07-2014,31.9875,Total
132,13220868,EFIT,10/13/2014,23.4875,Fit
132,13220871,EFIT,10/13/2014,26.6775,Fit
132,13220872,EFIT,10/13/2014,26.6775,Fit
132,13220873,EFIT,10/13/2014,26.6775,Fit
132,13220886,EFIT,10/14/2014,28.7975,Fit
132,13220900,EFIT,11/17/2014,26.6775,Fit
132,13220903,EFIT,10/15/2014,26.6775,Fit
132,13220906,EFIT,11/17/2014,26.6775,Fit
132,13220908,EFIT,10/15/2014,26.6775,Fit
132,13220921,REDPIF,11/17/2014,0.0975,Red
132,13220923,EFIT,10/16/2014,26.6775,Fit
132,13220927,EFIT,10/16/2014,23.4875,Fit
132,13220942,EFIT,10/17/2014,26.6775,Fit
132,13220944,EFIT,1/19/2015,24.5475,Fit
132,13220956,EFIT,11/21/2014,26.6775,Fit
132,13220960,EFITPF,1/17/2015,0.0975,Fit
132,13220961,EFIT,10/21/2014,26.6775,Fit
132,13220964,EFIT,10/21/2014,23.4875,Fit
132,13220986,EFIT,10/22/2014,26.6775,Fit
132,13220989,EFIT,12/26/2014,26.6775,Fit
132,13220993,EFIT,10/22/2014,26.6775,Fit
132,13220994,EFIT,10/22/2014,26.6775,Fit
132,13221005,EFIT,10/23/2014,26.6775,Fit
132,13221009,EFIT,10/24/2014,26.6775,Fit
132,13221011,EFIT,10/24/2014,26.6775,Fit
132,13221021,EFIT,9/14/2018,26.6775,Fit
132,13221027,EFIT,10/27/2014,26.6775,Fit
132,13221054,EFIT,11/29/2014,26.6775,Fit
132,13221057,EFIT,11/29/2014,26.6775,Fit
132,13221076,EFIT,04-03-2017,26.6775,Fit
132,13221082,EFIT,10/29/2014,26.6775,Fit
132,13221086,TOTAL,10/29/2014,37.3075,Total
132,13221089,EFIT,10/29/2014,26.6775,Fit
132,13221090,EFIT,10/29/2014,26.6775,Fit
132,13221095,EFIT,12-01-2014,26.6775,Fit
132,13221100,EFIT,10/30/2014,26.6775,Fit
132,13221101,EFIT,12-02-2014,26.6775,Fit
132,13221109,TTLPIF,1/15/2015,0.0975,Total
132,13221110,PIFPLT,01-03-2015,0.0975,Fit
132,13221120,EFIT,10/31/2014,26.6775,Fit
132,13221121,TOTAL,10/31/2014,37.3075,Total
132,13221133,EFIT,11-04-2014,26.6775,Fit
132,13221146,EFITPF,02-06-2019,0.0975,Fit
132,13221148,EFIT,12-08-2014,26.6775,Fit
132,13221150,EFITPF,11-06-2014,0.0975,Fit
132,13221154,EFIT,11-07-2014,26.6775,Fit
132,13221158,EFIT,11-08-2014,26.6775,Fit
132,13221159,EFIT,11-08-2014,26.6775,Fit
132,13221160,EFIT,11-08-2014,26.6775,Fit
132,13221165,EFIT,11-09-2014,28.7975,Fit
132,13221168,EFIT,01-10-2015,26.6775,Fit
132,13221170,REDPIF,11-09-2014,0.0975,Red
132,13221171,TTLPIF,11-09-2014,0.0975,Total
132,13221172,EFITPF,11-09-2014,0.0975,Fit
132,13221181,TOTAL,01-12-2015,37.3075,Total
132,13221183,EFIT,12-11-2014,26.6775,Fit
132,13221184,TOTAL,11-10-2014,31.9875,Total
132,13221191,EFIT,02-06-2019,26.6775,Fit
132,13221192,EFIT,11-10-2014,26.6775,Fit
132,13221207,EFIT,11-10-2014,26.6775,Fit
132,13221208,TOTAL,12/13/2014,21.3575,Total
132,13221209,EFIT,12/13/2014,23.4875,Fit
132,13221219,EFIT,11-12-2014,26.6775,Fit
132,13221221,TOTAL,12/14/2014,37.3075,Total
132,13221223,EFIT,11-12-2014,26.6775,Fit
132,13221225,TOTAL,11-12-2014,31.9875,Total
132,13221234,TOTAL,11/15/2014,37.3075,Total
132,13221236,EFIT,11/15/2014,26.6775,Fit
132,13221246,EFIT,11/18/2014,26.6775,Fit
132,13221248,EFIT,11/18/2014,24.5475,Fit
132,13221272,EFIT,12-03-2014,26.6775,Fit
132,13221274,EFIT,12-05-2014,24.5475,Fit
132,13221275,EFIT,12-06-2014,26.6775,Fit
132,13221276,EFIT,01-07-2015,26.6775,Fit
132,13221279,EFIT,12-06-2014,26.6775,Fit
132,13221284,EFIT,12-09-2014,26.6775,Fit
132,13221293,EFIT,05-03-2010,23.4875,Fit
132,13221295,EFIT,12-10-2014,26.6775,Fit
132,13221299,EFIT,12-11-2014,26.6775,Fit
132,13221305,EFIT,12/14/2014,26.6775,Fit
132,13221328,EFIT,1/16/2015,26.6775,Fit
132,13221329,EFIT,1/16/2015,26.6775,Fit
132,13221339,EFIT,12/16/2014,26.6775,Fit
132,13221343,EFIT,12/16/2014,26.6775,Fit
132,13221344,EFIT,12/16/2014,26.6775,Fit
132,13221345,EFIT,12/16/2014,26.6775,Fit
132,13221360,EFIT,12/16/2014,26.6775,Fit
132,13221361,EFIT,12/16/2014,26.6775,Fit
132,13221363,TOTAL,1/17/2015,31.9875,Total
132,13221368,EFITPF,12/17/2014,0.0975,Fit
132,13221372,EFITPF,1/18/2015,0.0975,Fit
132,13221387,EFIT,12/22/2014,26.6775,Fit
132,13221407,EFIT,12/27/2014,23.4875,Fit
132,13221412,EFIT,12/28/2014,26.6775,Fit
132,13221414,EFIT,12/28/2014,26.6775,Fit
132,13221434,EFIT,12/31/2014,28.7975,Fit
132,13221443,EFIT,02-02-2015,26.6775,Fit
132,13221444,EFIT,01-01-2015,26.6775,Fit
132,13221445,EFIT,01-01-2015,26.6775,Fit
132,13221447,EFITPF,01-02-2015,0.0975,Fit
132,13221457,TOTAL,02-04-2015,37.3075,Total
132,13221463,EFIT,02-05-2015,26.6775,Fit
132,13221465,TTLPIF,03-09-2015,0.0975,Total
132,13221470,EFIT,01-07-2015,26.6775,Fit
132,13221480,RED,01-09-2015,16.0375,Red
132,13221490,EFIT,01-12-2015,28.7975,Fit
132,13221492,EFIT,01-12-2015,26.6775,Fit
132,13221494,EFIT,01-12-2015,26.6775,Fit
132,13221498,TTLPIF,2/13/2015,0.0975,Total
132,13221511,EFIT,01-12-2015,26.6775,Fit
132,13221512,TOTAL,01-12-2015,37.3075,Total
132,13221517,RED,1/13/2015,10.7275,Red
132,13221524,EFIT,2/14/2015,24.5475,Fit
132,13221525,EFIT,2/14/2015,26.6775,Fit
132,13221531,EFIT,2/16/2015,26.6775,Fit
132,13221536,EFIT,3/19/2015,26.6775,Fit
132,13221537,EFIT,3/20/2015,26.6775,Fit
132,13221543,EFIT,3/20/2015,26.6775,Fit
132,13221573,PIFPLT,1/25/2015,0.0975,Fit
132,13221578,EFIT,1/26/2015,23.4875,Fit
132,13221584,EFIT,1/26/2015,26.6775,Fit
132,13221591,TOTAL,1/27/2015,31.9875,Total
132,13221597,EFIT,1/27/2015,26.6775,Fit
132,13221603,EFIT,9/24/2019,23.4875,Fit
132,13221606,EFIT,1/29/2015,26.6775,Fit
132,13221607,EFITPF,02-06-2019,0.0975,Fit
132,13221609,EFITPF,1/29/2015,0.0975,Fit
132,13221617,EFIT,02-03-2015,26.6775,Fit
132,13221619,EFIT,03-06-2015,24.5475,Fit
132,13221629,EFIT,04-07-2015,28.7975,Fit
132,13221632,TOTAL,02-04-2015,37.3075,Total
132,13221639,EFIT,02-07-2015,28.7975,Fit
132,13221645,EFITPF,02-08-2015,0.0975,Fit
132,13221672,EFIT,2/13/2015,23.4875,Fit
132,13221673,EFIT,3/16/2015,26.6775,Fit
132,13221675,TOTAL,2/13/2015,37.3075,Total
132,13221678,EFITPF,2/14/2015,0.0975,Fit
132,13221692,EFIT,3/18/2015,26.6775,Fit
132,13221695,EFIT,2/15/2015,26.6775,Fit
132,13221700,EFIT,4/18/2015,26.6775,Fit
132,13221721,EMP,10-04-2018,0.0975,Employee
132,13221721,EMP,10-04-2018,0.0975,Employee
132,13221722,EFITPF,02-08-2019,0.0975,Fit
132,13221736,PIFPLT,2/23/2015,0.0975,Fit
132,13221738,EFITPF,2/23/2015,0.0975,Fit
132,13221746,EFIT,2/24/2015,23.4875,Fit
132,13221756,PIFPLT,2/26/2015,0.0975,Fit
132,13221760,EFITPF,2/26/2015,0.0975,Fit
132,13221770,TOTAL,3/31/2015,37.3075,Total
132,13221776,EFIT,3/31/2015,26.6775,Fit
132,13221781,TOTAL,03-01-2015,21.3575,Total
132,13221786,TOTAL,03-02-2015,37.3075,Total
132,13221798,EFITPF,03-02-2015,0.0975,Fit
132,13221804,EDGECP,03-03-2015,0.0975,Fit
132,13221807,EFIT,03-03-2015,26.6775,Fit
132,13221817,EFIT,05-05-2015,26.6775,Fit
132,13221836,REDPIF,03-05-2015,0.0975,Red
132,13221837,EFIT,03-05-2015,26.6775,Fit
132,13221847,EFITPF,3/13/2015,0.0975,Fit
132,13221853,EFIT,03-07-2015,24.5475,Fit
132,13221858,REDPIF,03-08-2015,0.0975,Red
132,13221859,EFIT,04-08-2015,26.6775,Fit
132,13221862,EFIT,03-08-2015,26.6775,Fit
132,13221866,TOTAL,03-09-2015,26.6775,Total
132,13221871,EFIT,04-09-2015,26.6775,Fit
132,13221872,RED,04-09-2015,10.7275,Red
132,13221880,EFIT,05-12-2015,23.4875,Fit
132,13221894,EFIT,04-11-2015,26.6775,Fit
132,13221895,EFITPF,04-12-2015,0.0975,Fit
132,13221902,EFIT,03-10-2015,26.6775,Fit
132,13221904,EFIT,04-12-2015,26.6775,Fit
132,13221905,EFIT,03-10-2015,24.5475,Fit
132,13221907,EFIT,04-12-2015,26.6775,Fit
132,13221909,EFIT,03-10-2015,26.6775,Fit
132,13221910,EFIT,03-10-2015,26.6775,Fit
132,13221914,TOTAL,03-10-2015,37.3075,Total
132,13221915,EFIT,04-12-2015,26.6775,Fit
132,13221920,EFIT,03-11-2015,26.6775,Fit
132,13221921,TOTAL,3/13/2015,37.3075,Total
132,13221923,EFIT,4/13/2015,26.6775,Fit
132,13221926,EFIT,3/13/2015,26.6775,Fit
132,13221928,RED,3/13/2015,10.7175,Red
132,13221929,REDPIF,3/13/2015,0.0975,Red
132,13221944,TOTAL,3/16/2015,37.3075,Total
132,13221947,EFIT,3/16/2015,26.6775,Fit
132,13221962,EFIT,3/17/2015,26.6775,Fit
132,13221980,TOTAL,3/19/2015,31.9875,Total
132,13221981,EFIT,09-06-2018,26.6775,Fit
132,13221983,EFIT,4/20/2015,26.6775,Fit
132,13221985,EFIT,3/20/2015,26.6775,Fit
132,13221988,TOTAL,3/20/2015,31.9875,Total
132,13221989,EMP,5/22/2015,0.0975,Employee
132,13221994,EFIT,3/21/2015,26.6775,Fit
132,13221997,EFIT,3/21/2015,26.6775,Fit
132,13222001,EFIT,3/22/2015,26.6775,Fit
132,13222007,EDGECP,3/22/2015,0.0975,Fit
132,13222022,EFIT,3/23/2015,26.6775,Fit
132,13222023,EFIT,3/23/2015,26.6775,Fit
132,13222028,EFIT,3/23/2015,23.4875,Fit
132,13222030,EFIT,3/23/2015,26.6775,Fit
132,13222032,EFITPF,3/23/2015,0.0975,Fit
132,13222033,EFIT,3/23/2015,24.5475,Fit
132,13222034,EFIT,4/24/2015,26.6775,Fit
132,13222042,EFIT,3/24/2015,26.6775,Fit
132,13222050,EFIT,3/24/2015,26.6775,Fit
132,13222053,EFIT,5/26/2015,26.6775,Fit
132,13222054,EFIT,4/25/2015,26.6775,Fit
132,13222056,RED,3/25/2015,10.7275,Red
132,13222069,REDPIF,3/27/2015,0.0975,Red
132,13222079,EFIT,3/28/2015,26.6775,Fit
132,13222091,EFITPF,3/30/2015,0.0975,Fit
132,13222093,EFIT,4/30/2015,26.6775,Fit
132,13222096,EFITPF,4/30/2015,0.0975,Fit
132,13222102,RED,3/30/2015,16.0375,Red
132,13222104,EFIT,3/30/2015,26.6775,Fit
132,13222125,EFIT,3/31/2015,26.6775,Fit
132,13222130,EFIT,05-02-2015,26.6775,Fit
132,13222131,REDPIF,3/31/2015,0.0975,Red
132,13222134,EFIT,3/31/2015,26.6775,Fit
132,13222136,TOTAL,3/31/2015,21.3575,Total
132,13222141,EFIT,04-01-2015,26.6775,Fit
132,13222147,EFIT,04-01-2015,23.4875,Fit
132,13222155,EFIT,04-02-2015,26.6775,Fit
132,13222159,REDPIF,05-04-2015,0.0975,Red
132,13222162,EFIT,05-05-2015,28.7975,Fit
132,13222168,TOTAL,04-04-2015,31.9875,Total
132,13222178,EFITPF,04-08-2015,0.0975,Fit
132,13222187,EFIT,04-12-2015,26.6775,Fit
132,13222188,EFIT,04-12-2015,26.6775,Fit
132,13222190,EFIT,04-12-2015,26.6775,Fit
132,13222191,EFIT,04-12-2015,26.6775,Fit
132,13222192,EFIT,04-12-2015,26.6775,Fit
132,13222193,PIFPLT,4/13/2015,0.0975,Fit
132,13222198,TOTAL,5/16/2015,31.9875,Total
132,13222203,EFIT,4/15/2015,26.6775,Fit
132,13222205,EFIT,4/15/2015,26.6775,Fit
132,13222208,EFIT,4/15/2015,26.6775,Fit
132,13222210,EFIT,4/15/2015,26.6775,Fit
132,13222215,EFIT,4/15/2015,26.6775,Fit
132,13222217,EFIT,5/18/2015,26.6775,Fit
132,13222219,PIFPLT,4/16/2015,0.0975,Fit
132,13222223,TOTAL,4/16/2015,37.3075,Total
132,13222224,EFIT,4/16/2015,26.6775,Fit
132,13222229,TOTAL,6/20/2015,31.9875,Total
132,13222248,EFIT,4/18/2015,26.6775,Fit
132,13222261,EFIT,4/19/2015,26.6775,Fit
132,13222265,EFIT,7/20/2015,26.6775,Fit
132,13222269,TOTAL,4/19/2015,21.3575,Total
132,13222270,EFITPF,4/19/2015,0.0975,Fit
132,13222279,TOTAL,4/21/2015,21.3575,Total
132,13222284,EFIT,4/21/2015,26.6775,Fit
132,13222286,EFITPF,4/21/2015,0.0975,Fit
132,13222289,EFIT,4/22/2015,26.6775,Fit
132,13222290,EFIT,4/22/2015,26.6775,Fit
132,13222294,EFIT,4/22/2015,26.6775,Fit
132,13222301,EFIT,4/25/2015,26.6775,Fit
132,13222302,EFIT,4/25/2015,26.6775,Fit
132,13222303,EFIT,4/25/2015,26.6775,Fit
132,13222304,EFIT,4/25/2015,26.6775,Fit
132,13222305,EFIT,4/25/2015,23.4875,Fit
132,13222308,EFIT,4/25/2015,26.6775,Fit
132,13222309,EFIT,4/26/2015,26.6775,Fit
132,13222310,EFIT,4/26/2015,26.6775,Fit
132,13222312,EFIT,4/26/2015,24.5475,Fit
132,13222313,EFIT,5/27/2015,26.6775,Fit
132,13222316,EFIT,4/28/2015,10.7275,Fit
132,13222325,EFIT,4/29/2015,26.6775,Fit
132,13222328,EFIT,4/29/2015,26.6775,Fit
132,13222329,EFIT,4/29/2015,26.6775,Fit
132,13222332,EFIT,4/29/2015,26.6775,Fit
132,13222336,EFIT,4/30/2015,21.3575,Fit
132,13222347,EFIT,05-02-2015,23.4875,Fit
132,13222348,EFIT,05-03-2015,26.6775,Fit
132,13222350,EFIT,05-04-2015,26.6775,Fit
132,13222353,EFIT,05-04-2015,26.6775,Fit
132,13222360,EFIT,05-04-2015,26.6775,Fit
132,13222365,EFIT,05-04-2015,26.6775,Fit
132,13222374,EFIT,05-05-2015,26.6775,Fit
132,13222375,EFIT,05-05-2015,26.6775,Fit
132,13222376,EFIT,05-05-2015,26.6775,Fit
132,13222378,EFIT,05-05-2015,26.6775,Fit
132,13222381,TOTAL,07-07-2015,31.9875,Total
132,13222386,EFIT,05-06-2015,26.6775,Fit
132,13222389,EFIT,05-06-2015,26.6775,Fit
132,13222392,EFITPF,05-06-2015,0.0975,Fit
132,13222396,EFIT,05-06-2015,26.6775,Fit
132,13222404,EFIT,05-07-2015,26.6775,Fit
132,13222418,EDGECP,05-08-2015,16.0375,Fit
132,13222419,EFIT,05-08-2015,26.6775,Fit
132,13222423,EFIT,07-10-2015,26.6775,Fit
132,13222426,EFIT,05-09-2015,26.6775,Fit
132,13222431,EFIT,05-10-2015,26.6775,Fit
132,13222437,EFIT,05-11-2015,26.6775,Fit
132,13222448,EFIT,05-12-2015,26.6775,Fit
132,13222452,EFIT,05-12-2015,28.7975,Fit
132,13222453,TOTAL,05-12-2015,31.9875,Total
132,13222454,TOTAL,05-12-2015,37.3075,Total
132,13222460,EFIT,05-12-2015,26.6775,Fit
132,13222464,TOTAL,5/13/2015,31.9875,Total
132,13222469,EFIT,5/14/2015,26.6775,Fit
132,13222487,EFITPF,6/16/2015,0.0975,Fit
132,13222488,EFITPF,5/16/2015,0.0975,Fit
132,13222489,EFITPF,5/16/2015,0.0975,Fit
132,13222493,REDPIF,5/16/2015,0.0975,Red
132,13222494,EFIT,5/16/2015,26.6775,Fit
132,13222496,EFIT,5/16/2015,26.6775,Fit
132,13222497,EFIT,5/16/2015,24.5475,Fit
132,13222500,EFIT,5/16/2015,26.6775,Fit
132,13222503,EFIT,6/17/2015,26.6775,Fit
132,13222504,REDPIF,5/17/2015,0.0975,Red
132,13222506,RED,7/19/2015,16.0375,Red
132,13222507,EFIT,6/18/2015,26.6775,Fit
132,13222508,EFIT,7/19/2015,26.6775,Fit
132,13222510,EFIT,5/19/2015,26.6775,Fit
132,13222514,EFIT,5/19/2015,26.6775,Fit
132,13222519,EFIT,5/20/2015,26.6775,Fit
132,13222524,RED,5/21/2015,16.0375,Red
132,13222526,EFIT,5/21/2015,26.6775,Fit
132,13222535,EFITPF,5/23/2015,0.0975,Fit
132,13222540,EFIT,5/23/2015,26.6775,Fit
132,13222541,EFIT,5/23/2015,26.6775,Fit
132,13222543,REDPIF,11/22/2019,0.0975,Red
132,13222547,EFIT,6/24/2015,26.6775,Fit
132,13222557,EFIT,5/25/2015,26.6775,Fit
132,13222558,EDGECP,6/25/2015,16.0375,Fit
132,13222559,EFIT,5/25/2015,26.6775,Fit
132,13222560,EFIT,6/25/2015,26.6775,Fit
132,13222561,EFIT,5/25/2015,23.4875,Fit
132,13222566,EFIT,5/25/2015,26.6775,Fit
132,13222568,EFIT,5/25/2015,26.6775,Fit
132,13222569,EFIT,5/25/2015,26.6775,Fit
132,13222573,EFIT,6/26/2015,23.4875,Fit
132,13222583,EFIT,5/27/2015,26.6775,Fit
132,13222593,REDPIF,09-10-2015,0.0975,Red
132,13222596,EFIT,7/30/2015,26.6775,Fit
132,13222597,EFIT,08-01-2016,26.6775,Fit
132,13222602,TTLPIF,5/30/2015,0.0975,Total
132,13222604,RED,11/22/2019,10.7175,Red
132,13222610,RESTUD,10/14/2020,0.0975,Other
132,13222614,EFIT,07-01-2015,26.6775,Fit
132,13222631,EFIT,06-01-2015,26.6775,Fit
132,13222640,TTLPIF,06-02-2015,0.0975,Total
